Actual,Predicted,Anomaly_Score
BENIGN,ATTACK,-0.24269814993657002
BENIGN,ATTACK,-0.24237628167161251
BENIGN,ATTACK,-0.24221204367600702
BENIGN,ATTACK,-0.24191732169161084
BENIGN,ATTACK,-0.24187416991892408
BENIGN,ATTACK,-0.24179993264275346
BENIGN,ATTACK,-0.24174044425755337
BENIGN,ATTACK,-0.241347687045947
BENIGN,ATTACK,-0.24091405842535218
BENIGN,ATTACK,-0.24070551086196934
BENIGN,ATTACK,-0.24057547360712883
BENIGN,ATTACK,-0.24036987138447596
BENIGN,ATTACK,-0.2398959789100258
BENIGN,ATTACK,-0.23934666985362996
BENIGN,ATTACK,-0.239264960596269
BENIGN,ATTACK,-0.2389701097424729
BENIGN,ATTACK,-0.23893691571369324
BENIGN,ATTACK,-0.23866395847002386
BENIGN,ATTACK,-0.23856300867399716
BENIGN,ATTACK,-0.2385154520345356
BENIGN,ATTACK,-0.2382055323674671
BENIGN,ATTACK,-0.23806347605703215
BENIGN,ATTACK,-0.2378195831846457
BENIGN,ATTACK,-0.23737041893067157
BENIGN,ATTACK,-0.23720728839617855
BENIGN,ATTACK,-0.2369398009541882
BENIGN,ATTACK,-0.23644721596574803
BENIGN,ATTACK,-0.23632841051409925
BENIGN,ATTACK,-0.2357720027427146
BENIGN,ATTACK,-0.2354941278746301
BENIGN,ATTACK,-0.23531938274956754
BENIGN,ATTACK,-0.2351911872284952
BENIGN,ATTACK,-0.23511071438329334
BENIGN,ATTACK,-0.23508475280510865
BENIGN,ATTACK,-0.2348903538921957
BENIGN,ATTACK,-0.23480462052810103
BENIGN,ATTACK,-0.23471652011922872
BENIGN,ATTACK,-0.2345761951056453
BENIGN,ATTACK,-0.23457032832852653
BENIGN,ATTACK,-0.2344553929251295
BENIGN,ATTACK,-0.23416389692061212
BENIGN,ATTACK,-0.23345782926265335
BENIGN,ATTACK,-0.23338786181583626
BENIGN,ATTACK,-0.23293663863388858
BENIGN,ATTACK,-0.2328918294481701
BENIGN,ATTACK,-0.23273172309707046
BENIGN,ATTACK,-0.23264431178871348
BENIGN,ATTACK,-0.23261140191042462
BENIGN,ATTACK,-0.2325966108379618
BENIGN,ATTACK,-0.23256976465947066
BENIGN,ATTACK,-0.23242528172830257
BENIGN,ATTACK,-0.23213354098191807
BENIGN,ATTACK,-0.23196708838150526
BENIGN,ATTACK,-0.2319455195636937
BENIGN,ATTACK,-0.23177276794169088
BENIGN,ATTACK,-0.23176958756236932
BENIGN,ATTACK,-0.23117877419458355
BENIGN,ATTACK,-0.23114350790655025
BENIGN,ATTACK,-0.23024330284044991
BENIGN,ATTACK,-0.22995650596065031
BENIGN,ATTACK,-0.22987376720040986
BENIGN,ATTACK,-0.22978067834275118
BENIGN,ATTACK,-0.2295021987420518
BENIGN,ATTACK,-0.22949714634482565
BENIGN,ATTACK,-0.22942926799911534
BENIGN,ATTACK,-0.22934297810678583
BENIGN,ATTACK,-0.22927516360829925
BENIGN,ATTACK,-0.22927417681122575
BENIGN,ATTACK,-0.22916690165377762
BENIGN,ATTACK,-0.2291423489735881
BENIGN,ATTACK,-0.229108440981043
BENIGN,ATTACK,-0.2289950280325811
BENIGN,ATTACK,-0.22897831226343413
BENIGN,ATTACK,-0.22880955402113223
BENIGN,ATTACK,-0.22880181338987737
BENIGN,ATTACK,-0.22865671552190692
BENIGN,ATTACK,-0.22851789065573935
BENIGN,ATTACK,-0.22847160002924094
BENIGN,ATTACK,-0.2284156730486584
BENIGN,ATTACK,-0.22836111050833463
BENIGN,ATTACK,-0.22834256739680514
BENIGN,ATTACK,-0.22814347186532158
BENIGN,ATTACK,-0.22792540981419496
BENIGN,ATTACK,-0.2278551482216512
BENIGN,ATTACK,-0.22776196320186293
BENIGN,ATTACK,-0.22765407169829766
BENIGN,ATTACK,-0.2274912852355574
BENIGN,ATTACK,-0.22719906392655942
BENIGN,ATTACK,-0.2269974751767847
BENIGN,ATTACK,-0.2268621613439069
BENIGN,ATTACK,-0.22685800435086823
BENIGN,ATTACK,-0.22683981034443668
BENIGN,ATTACK,-0.2268320906336807
BENIGN,ATTACK,-0.22668738491974605
BENIGN,ATTACK,-0.22641355485592507
BENIGN,ATTACK,-0.22641355485592507
BENIGN,ATTACK,-0.2263740858385126
BENIGN,ATTACK,-0.22629065942709392
BENIGN,ATTACK,-0.22614651736082003
BENIGN,ATTACK,-0.22592314247634648
BENIGN,ATTACK,-0.22578928568725487
BENIGN,ATTACK,-0.22548808583984437
BENIGN,ATTACK,-0.2252663416686128
BENIGN,ATTACK,-0.22523654260868275
BENIGN,ATTACK,-0.22519630183403583
BENIGN,ATTACK,-0.22498705421902276
BENIGN,ATTACK,-0.2249194268694208
BENIGN,ATTACK,-0.22484999077262546
BENIGN,ATTACK,-0.22484254681592286
BENIGN,ATTACK,-0.22474602344675187
BENIGN,ATTACK,-0.22470752184691312
BENIGN,ATTACK,-0.2246784517351479
BENIGN,ATTACK,-0.22467103155479806
BENIGN,ATTACK,-0.22466681877107575
BENIGN,ATTACK,-0.22451258009458908
BENIGN,ATTACK,-0.2245125359653779
BENIGN,ATTACK,-0.22445566992181432
BENIGN,ATTACK,-0.2242558360511262
BENIGN,ATTACK,-0.22415421644860845
BENIGN,ATTACK,-0.22412199804711075
BENIGN,ATTACK,-0.22406924400198802
BENIGN,ATTACK,-0.22390850035334398
BENIGN,ATTACK,-0.22383781905723554
BENIGN,ATTACK,-0.22376598019741334
BENIGN,ATTACK,-0.2237258210190003
BENIGN,ATTACK,-0.22372307685229476
BENIGN,ATTACK,-0.22372007230795887
BENIGN,ATTACK,-0.22369416378984108
BENIGN,ATTACK,-0.22368263550964407
BENIGN,ATTACK,-0.22360495176881168
BENIGN,ATTACK,-0.22352731905006162
BENIGN,ATTACK,-0.2234497524341864
BENIGN,ATTACK,-0.22340550209912646
BENIGN,ATTACK,-0.22332796071549676
BENIGN,ATTACK,-0.22331160039547027
BENIGN,ATTACK,-0.22327645566137233
BENIGN,ATTACK,-0.22325385493587258
BENIGN,ATTACK,-0.22318437971602434
BENIGN,ATTACK,-0.22271554292561768
BENIGN,ATTACK,-0.2227124730065273
BENIGN,ATTACK,-0.2227124730065273
BENIGN,ATTACK,-0.2227124730065273
BENIGN,ATTACK,-0.22264240140503067
BENIGN,ATTACK,-0.22262697447424984
BENIGN,ATTACK,-0.2226228606988464
BENIGN,ATTACK,-0.22253612665533962
BENIGN,ATTACK,-0.22241965672073982
BENIGN,ATTACK,-0.22215124631572014
BENIGN,ATTACK,-0.22212539396014108
BENIGN,ATTACK,-0.22210587771313717
BENIGN,ATTACK,-0.22196713312604288
BENIGN,ATTACK,-0.22173824540880238
BENIGN,ATTACK,-0.22169177212877167
BENIGN,ATTACK,-0.22151532920062822
BENIGN,ATTACK,-0.22151199319921588
BENIGN,ATTACK,-0.22140706555155176
BENIGN,ATTACK,-0.22139326245889746
BENIGN,ATTACK,-0.22139326245889746
BENIGN,ATTACK,-0.22128196586486992
BENIGN,ATTACK,-0.22118915669984862
BENIGN,ATTACK,-0.22117770585043062
BENIGN,ATTACK,-0.22117471187323057
BENIGN,ATTACK,-0.22110569178528583
BENIGN,ATTACK,-0.22109126041972105
BENIGN,ATTACK,-0.22107651813724238
BENIGN,ATTACK,-0.2210440965840963
BENIGN,ATTACK,-0.2209053427282518
BENIGN,ATTACK,-0.2208872023584474
BENIGN,ATTACK,-0.22076226944988875
BENIGN,ATTACK,-0.2207391409398013
BENIGN,ATTACK,-0.2207326554490332
BENIGN,ATTACK,-0.22034625357784388
BENIGN,ATTACK,-0.2202849444071785
BENIGN,ATTACK,-0.22027477649608596
BENIGN,ATTACK,-0.22020248788534147
BENIGN,ATTACK,-0.22017937733806114
BENIGN,ATTACK,-0.22017431955344924
BENIGN,ATTACK,-0.22000220286816352
BENIGN,ATTACK,-0.21986028476971098
BENIGN,ATTACK,-0.2197845557798297
BENIGN,ATTACK,-0.219775334803613
BENIGN,ATTACK,-0.21968579457744264
BENIGN,ATTACK,-0.21964248831483624
BENIGN,ATTACK,-0.21961697650996326
BENIGN,ATTACK,-0.21939489758951913
BENIGN,ATTACK,-0.21915168639820382
BENIGN,ATTACK,-0.21914237687024585
BENIGN,ATTACK,-0.2190826296533629
BENIGN,ATTACK,-0.2190752914169679
BENIGN,ATTACK,-0.2189125255186276
BENIGN,ATTACK,-0.21888560720748873
BENIGN,ATTACK,-0.21888560720748873
BENIGN,ATTACK,-0.2188667157781229
BENIGN,ATTACK,-0.21885608553317415
BENIGN,ATTACK,-0.21885497347997573
BENIGN,ATTACK,-0.21839938354823507
BENIGN,ATTACK,-0.21830504924649952
BENIGN,ATTACK,-0.21816991119404516
BENIGN,ATTACK,-0.21812345765233787
BENIGN,ATTACK,-0.2178883598279724
BENIGN,ATTACK,-0.21779959946787997
BENIGN,ATTACK,-0.2177538620855216
BENIGN,ATTACK,-0.2176934622521698
BENIGN,ATTACK,-0.21758684683904606
BENIGN,ATTACK,-0.21753975631169742
BENIGN,ATTACK,-0.21742160699953716
BENIGN,ATTACK,-0.21739846077712577
BENIGN,ATTACK,-0.21735582184570146
BENIGN,ATTACK,-0.21734318867868763
BENIGN,ATTACK,-0.21728413589374407
BENIGN,ATTACK,-0.21706739405325448
BENIGN,ATTACK,-0.21698966444273116
BENIGN,ATTACK,-0.216942684846974
BENIGN,ATTACK,-0.2167995984339336
BENIGN,ATTACK,-0.21679899540159597
BENIGN,ATTACK,-0.21679899540159597
BENIGN,ATTACK,-0.21672295588163526
BENIGN,ATTACK,-0.2166973844552904
BENIGN,ATTACK,-0.21667067154881814
BENIGN,ATTACK,-0.2165236233848562
BENIGN,ATTACK,-0.2163866840542079
BENIGN,ATTACK,-0.21633517263232616
BENIGN,ATTACK,-0.21631418303784966
BENIGN,ATTACK,-0.21631418303784966
BENIGN,ATTACK,-0.21619822333518235
BENIGN,ATTACK,-0.2160941756084248
BENIGN,ATTACK,-0.2160941756084248
BENIGN,ATTACK,-0.21588217322658776
BENIGN,ATTACK,-0.21579811512844949
BENIGN,ATTACK,-0.21578738578866052
BENIGN,ATTACK,-0.21561689272851692
BENIGN,ATTACK,-0.2156010470395303
BENIGN,ATTACK,-0.21553026334752923
BENIGN,ATTACK,-0.21548893989421947
BENIGN,ATTACK,-0.21524517239982333
BENIGN,ATTACK,-0.21518729419735583
BENIGN,ATTACK,-0.21512938575272111
BENIGN,ATTACK,-0.2151258318852568
BENIGN,ATTACK,-0.21489367328274023
BENIGN,ATTACK,-0.21489367328274023
BENIGN,ATTACK,-0.21489367328274023
BENIGN,ATTACK,-0.21488703789477226
BENIGN,ATTACK,-0.21480185156989873
BENIGN,ATTACK,-0.2145978446290261
BENIGN,ATTACK,-0.21455708210861835
BENIGN,ATTACK,-0.2145518299904251
BENIGN,ATTACK,-0.21441014959786497
BENIGN,ATTACK,-0.21441014959786497
BENIGN,ATTACK,-0.21441014959786497
BENIGN,ATTACK,-0.21437504126474927
BENIGN,ATTACK,-0.21435699459482416
BENIGN,ATTACK,-0.21422112906941249
BENIGN,ATTACK,-0.21415879761215573
BENIGN,ATTACK,-0.21415856727324534
BENIGN,ATTACK,-0.21415080620515625
BENIGN,ATTACK,-0.2141182997527714
BENIGN,ATTACK,-0.21408669465478314
BENIGN,ATTACK,-0.2140127307357167
BENIGN,ATTACK,-0.21394438108121716
BENIGN,ATTACK,-0.21391913609620994
BENIGN,ATTACK,-0.2136757709659387
BENIGN,ATTACK,-0.21360452847175904
BENIGN,ATTACK,-0.21360306410256602
BENIGN,ATTACK,-0.21352589488396534
BENIGN,ATTACK,-0.2134440831115081
BENIGN,ATTACK,-0.2132553181874839
BENIGN,ATTACK,-0.21305013306954812
BENIGN,ATTACK,-0.2130012240819812
BENIGN,ATTACK,-0.21297429509967702
BENIGN,ATTACK,-0.2129615398677912
BENIGN,ATTACK,-0.2128110326814221
BENIGN,ATTACK,-0.2127719522891991
BENIGN,ATTACK,-0.2127644930999666
BENIGN,ATTACK,-0.21271069754859828
BENIGN,ATTACK,-0.21268334951779566
BENIGN,ATTACK,-0.21247932299580763
BENIGN,ATTACK,-0.21246804078482961
BENIGN,ATTACK,-0.2124479215433276
BENIGN,ATTACK,-0.21233351243054077
BENIGN,ATTACK,-0.21223427794200833
BENIGN,ATTACK,-0.21222071965866063
BENIGN,ATTACK,-0.21215914229307276
BENIGN,ATTACK,-0.21208590567574837
BENIGN,ATTACK,-0.21202631925709736
BENIGN,ATTACK,-0.2119974322748135
BENIGN,ATTACK,-0.2119974322748135
BENIGN,ATTACK,-0.21191491122838035
BENIGN,ATTACK,-0.2119098269330636
BENIGN,ATTACK,-0.2118735044711536
BENIGN,ATTACK,-0.21163429708468284
BENIGN,ATTACK,-0.2116161545379669
BENIGN,ATTACK,-0.21153348669995142
BENIGN,ATTACK,-0.21150560841795618
BENIGN,ATTACK,-0.21148405771164358
BENIGN,ATTACK,-0.2114495045440249
BENIGN,ATTACK,-0.21137326568000103
BENIGN,ATTACK,-0.21137326568000103
BENIGN,ATTACK,-0.21133648967531937
BENIGN,ATTACK,-0.21127324558632454
BENIGN,ATTACK,-0.21126736701504545
BENIGN,ATTACK,-0.2111864402824558
BENIGN,ATTACK,-0.21114778507398357
BENIGN,ATTACK,-0.2111283788180759
BENIGN,ATTACK,-0.21112298216567849
BENIGN,ATTACK,-0.2111019568486744
BENIGN,ATTACK,-0.21098703405190133
BENIGN,ATTACK,-0.2109558184986876
BENIGN,ATTACK,-0.21093322835461525
BENIGN,ATTACK,-0.21091764052217798
BENIGN,ATTACK,-0.21091690265143948
BENIGN,ATTACK,-0.21078446403249795
BENIGN,ATTACK,-0.21078139969376708
BENIGN,ATTACK,-0.2107057156315555
BENIGN,ATTACK,-0.21064203942034132
BENIGN,ATTACK,-0.2105219480549998
BENIGN,ATTACK,-0.21051064895386795
BENIGN,ATTACK,-0.2100731264910749
BENIGN,ATTACK,-0.2100731264910749
BENIGN,ATTACK,-0.2100731264910749
BENIGN,ATTACK,-0.20996713717417392
BENIGN,ATTACK,-0.20996253069660498
BENIGN,ATTACK,-0.20991313847835358
BENIGN,ATTACK,-0.2098662867801523
BENIGN,ATTACK,-0.209718152364041
BENIGN,ATTACK,-0.20965777524807427
BENIGN,ATTACK,-0.20951921364119874
BENIGN,ATTACK,-0.20947529764917394
BENIGN,ATTACK,-0.2094472235977508
BENIGN,ATTACK,-0.20936620385861726
BENIGN,ATTACK,-0.2093467312367181
BENIGN,ATTACK,-0.20924163407147112
BENIGN,ATTACK,-0.20923576496778928
BENIGN,ATTACK,-0.2091862694476897
BENIGN,ATTACK,-0.20904417173853984
BENIGN,ATTACK,-0.2090092905650065
BENIGN,ATTACK,-0.20900684905113598
BENIGN,ATTACK,-0.20898173196480618
BENIGN,ATTACK,-0.20894643239535537
BENIGN,ATTACK,-0.2089092163182117
BENIGN,ATTACK,-0.20887929858240883
BENIGN,ATTACK,-0.20877130926090282
BENIGN,ATTACK,-0.2086278758962532
BENIGN,ATTACK,-0.2086016300424095
BENIGN,ATTACK,-0.20852974682641023
BENIGN,ATTACK,-0.2085157649298396
BENIGN,ATTACK,-0.20850220686567533
BENIGN,ATTACK,-0.20844916004403824
BENIGN,ATTACK,-0.20830728142244903
BENIGN,ATTACK,-0.2083055089818303
BENIGN,ATTACK,-0.20828280005277933
BENIGN,ATTACK,-0.20817130870902156
BENIGN,ATTACK,-0.2080917118211676
BENIGN,ATTACK,-0.20802300609693325
BENIGN,ATTACK,-0.20796949402378218
BENIGN,ATTACK,-0.20796841190644577
BENIGN,ATTACK,-0.2079237579322878
BENIGN,ATTACK,-0.20782644125117367
BENIGN,ATTACK,-0.20782644125117367
BENIGN,ATTACK,-0.20777480192884568
BENIGN,ATTACK,-0.2077120870596797
BENIGN,ATTACK,-0.20766962853290472
BENIGN,ATTACK,-0.20766962853290472
BENIGN,ATTACK,-0.2076310923857303
BENIGN,ATTACK,-0.20760644260379746
BENIGN,ATTACK,-0.20760644260379746
BENIGN,ATTACK,-0.20755862110688006
BENIGN,ATTACK,-0.2074627490905545
BENIGN,ATTACK,-0.2074490094601592
BENIGN,ATTACK,-0.2074490094601592
BENIGN,ATTACK,-0.2074490094601592
BENIGN,ATTACK,-0.20742643985814047
BENIGN,ATTACK,-0.20740909051531886
BENIGN,ATTACK,-0.20732376619593662
BENIGN,ATTACK,-0.2072698868868037
BENIGN,ATTACK,-0.2071647982496314
BENIGN,ATTACK,-0.20710685315088784
BENIGN,ATTACK,-0.20709377887817593
BENIGN,ATTACK,-0.20708002797139624
BENIGN,ATTACK,-0.20705031968466137
BENIGN,ATTACK,-0.20699041316879885
BENIGN,ATTACK,-0.20689376719089625
BENIGN,ATTACK,-0.20686965635581
BENIGN,ATTACK,-0.20681770814117173
BENIGN,ATTACK,-0.20680942723303664
BENIGN,ATTACK,-0.20680155890766405
BENIGN,ATTACK,-0.20676468007854132
BENIGN,ATTACK,-0.20675507807865823
BENIGN,ATTACK,-0.20661716100993965
BENIGN,ATTACK,-0.2066008690011163
BENIGN,ATTACK,-0.20658734758014796
BENIGN,ATTACK,-0.206514302625584
BENIGN,ATTACK,-0.20651055278909147
BENIGN,ATTACK,-0.20643987595833035
BENIGN,ATTACK,-0.2062794133444702
BENIGN,ATTACK,-0.20627206983841573
BENIGN,ATTACK,-0.20623166627564782
BENIGN,ATTACK,-0.20617162875296435
BENIGN,ATTACK,-0.20617162875296435
BENIGN,ATTACK,-0.20617162875296435
BENIGN,ATTACK,-0.20611341447409826
BENIGN,ATTACK,-0.20611031085788323
BENIGN,ATTACK,-0.20609136484098511
BENIGN,ATTACK,-0.20607050615356104
BENIGN,ATTACK,-0.20605607449401264
BENIGN,ATTACK,-0.20600559859581635
BENIGN,ATTACK,-0.20596453553903704
BENIGN,ATTACK,-0.20580140275285408
BENIGN,ATTACK,-0.2058007443057983
BENIGN,ATTACK,-0.20569400428816653
BENIGN,ATTACK,-0.2056455796382014
BENIGN,ATTACK,-0.20563185953652874
BENIGN,ATTACK,-0.2055785281852025
BENIGN,ATTACK,-0.205560637422307
BENIGN,ATTACK,-0.20548458733431862
BENIGN,ATTACK,-0.20544352420035017
BENIGN,ATTACK,-0.20543595853269347
BENIGN,ATTACK,-0.2052167028682491
DoS Hulk,ATTACK,-0.20518289879243157
BENIGN,ATTACK,-0.20510032178078785
BENIGN,ATTACK,-0.2050598014103282
BENIGN,ATTACK,-0.2050598014103282
BENIGN,ATTACK,-0.2050598014103282
BENIGN,ATTACK,-0.2050592317995228
BENIGN,ATTACK,-0.20497425529072277
BENIGN,ATTACK,-0.20484631995236013
BENIGN,ATTACK,-0.2048080599287323
BENIGN,ATTACK,-0.2047926419769467
BENIGN,ATTACK,-0.20475338040732594
BENIGN,ATTACK,-0.2047460446548952
BENIGN,ATTACK,-0.20471791858212463
DoS Hulk,ATTACK,-0.20470594306254042
BENIGN,ATTACK,-0.20464161686874427
BENIGN,ATTACK,-0.20462904090138256
BENIGN,ATTACK,-0.20459848054316598
BENIGN,ATTACK,-0.20454359929320354
BENIGN,ATTACK,-0.2045305905065179
BENIGN,ATTACK,-0.2045305905065179
BENIGN,ATTACK,-0.20441153191464534
BENIGN,ATTACK,-0.20439033515957605
BENIGN,ATTACK,-0.20439019479978782
DoS Hulk,ATTACK,-0.20425262373347686
BENIGN,ATTACK,-0.20421474182994415
BENIGN,ATTACK,-0.20421452530473705
BENIGN,ATTACK,-0.20421452530473705
BENIGN,ATTACK,-0.2041362704452525
BENIGN,ATTACK,-0.2040587299419705
BENIGN,ATTACK,-0.2040583546950433
BENIGN,ATTACK,-0.20401309609998042
BENIGN,ATTACK,-0.20389415527324872
BENIGN,ATTACK,-0.20384950783754152
BENIGN,ATTACK,-0.20383282189921026
BENIGN,ATTACK,-0.20382818918495482
BENIGN,ATTACK,-0.2038174811806589
BENIGN,ATTACK,-0.20358253455209252
BENIGN,ATTACK,-0.20356192993656586
BENIGN,ATTACK,-0.20356192993656586
BENIGN,ATTACK,-0.2035357996993995
BENIGN,ATTACK,-0.2035293863548634
BENIGN,ATTACK,-0.2035189789519728
BENIGN,ATTACK,-0.2034977741241898
BENIGN,ATTACK,-0.20347694362548951
BENIGN,ATTACK,-0.20335677930392726
BENIGN,ATTACK,-0.20335447110346816
BENIGN,ATTACK,-0.20323047820285167
BENIGN,ATTACK,-0.20323047820285167
BENIGN,ATTACK,-0.20313927875574844
BENIGN,ATTACK,-0.20313927875574844
BENIGN,ATTACK,-0.20310666124052945
BENIGN,ATTACK,-0.20310201356214386
BENIGN,ATTACK,-0.20310201356214386
BENIGN,ATTACK,-0.20306108910724474
BENIGN,ATTACK,-0.20305626835354673
BENIGN,ATTACK,-0.20304006720321988
BENIGN,ATTACK,-0.20302195814097646
BENIGN,ATTACK,-0.20302195814097646
BENIGN,ATTACK,-0.20298378779473436
BENIGN,ATTACK,-0.20292118477266918
BENIGN,ATTACK,-0.2026637052435598
BENIGN,ATTACK,-0.2026637052435598
BENIGN,ATTACK,-0.20265939738677918
BENIGN,ATTACK,-0.2026311097894412
BENIGN,ATTACK,-0.2026311097894412
BENIGN,ATTACK,-0.20262646525454775
BENIGN,ATTACK,-0.20261053303666055
BENIGN,ATTACK,-0.20259557749846202
BENIGN,ATTACK,-0.2025415729412895
BENIGN,ATTACK,-0.20247782822485816
BENIGN,ATTACK,-0.20236596510080718
BENIGN,ATTACK,-0.20232511373424278
BENIGN,ATTACK,-0.20232350972930424
BENIGN,ATTACK,-0.20226994637805762
BENIGN,ATTACK,-0.20221889934494375
BENIGN,ATTACK,-0.20218845338907432
BENIGN,ATTACK,-0.20215587998113516
BENIGN,ATTACK,-0.20215587998113516
BENIGN,ATTACK,-0.20215587998113516
BENIGN,ATTACK,-0.20215587998113516
BENIGN,ATTACK,-0.20215587998113516
BENIGN,ATTACK,-0.20215587998113516
BENIGN,ATTACK,-0.20215123858760753
BENIGN,ATTACK,-0.20215123858760753
BENIGN,ATTACK,-0.20213531714559518
BENIGN,ATTACK,-0.20213531714559518
BENIGN,ATTACK,-0.20213531714559518
BENIGN,ATTACK,-0.20212875686245824
BENIGN,ATTACK,-0.2021050670004524
BENIGN,ATTACK,-0.20208225694558146
BENIGN,ATTACK,-0.2019917501061339
BENIGN,ATTACK,-0.2019356425836386
BENIGN,ATTACK,-0.20193058249697182
BENIGN,ATTACK,-0.2019015483491583
BENIGN,ATTACK,-0.20187362768892758
BENIGN,ATTACK,-0.20177701684481342
BENIGN,ATTACK,-0.20177479865471848
BENIGN,ATTACK,-0.20174394833825604
BENIGN,ATTACK,-0.20168097159806564
BENIGN,ATTACK,-0.20168097159806564
BENIGN,ATTACK,-0.20168097159806564
BENIGN,ATTACK,-0.20168097159806564
BENIGN,ATTACK,-0.2016763333437792
BENIGN,ATTACK,-0.2016763333437792
BENIGN,ATTACK,-0.20166042267035333
BENIGN,ATTACK,-0.20161509023975432
BENIGN,ATTACK,-0.2015278973096286
BENIGN,ATTACK,-0.20149587122090928
BENIGN,ATTACK,-0.20149587122090928
BENIGN,ATTACK,-0.20149587122090928
BENIGN,ATTACK,-0.2014558264955415
BENIGN,ATTACK,-0.20141655005298176
BENIGN,ATTACK,-0.20141421357277378
DoS Hulk,ATTACK,-0.20139949269451995
BENIGN,ATTACK,-0.20134808131793824
BENIGN,ATTACK,-0.20131777045904242
BENIGN,ATTACK,-0.20130111880675428
BENIGN,ATTACK,-0.20126931856823538
BENIGN,ATTACK,-0.20120638442283434
BENIGN,ATTACK,-0.20120638442283434
BENIGN,ATTACK,-0.20120638442283434
BENIGN,ATTACK,-0.20120638442283434
BENIGN,ATTACK,-0.20120638442283434
BENIGN,ATTACK,-0.20120638442283434
BENIGN,ATTACK,-0.20120174930566603
BENIGN,ATTACK,-0.20120174930566603
BENIGN,ATTACK,-0.20120174930566603
BENIGN,ATTACK,-0.2011922017263893
BENIGN,ATTACK,-0.201185849393543
BENIGN,ATTACK,-0.20108325325451382
BENIGN,ATTACK,-0.20105503759321341
BENIGN,ATTACK,-0.20104013959985712
BENIGN,ATTACK,-0.2009788346145851
BENIGN,ATTACK,-0.20096831627649958
BENIGN,ATTACK,-0.20090881346642753
BENIGN,ATTACK,-0.20090881346642753
BENIGN,ATTACK,-0.2008580825277939
BENIGN,ATTACK,-0.20079034464736523
BENIGN,ATTACK,-0.2007646255970177
BENIGN,ATTACK,-0.20073211823818993
BENIGN,ATTACK,-0.20073211823818993
BENIGN,ATTACK,-0.20073211823818993
BENIGN,ATTACK,-0.20073211823818993
BENIGN,ATTACK,-0.20073211823818993
BENIGN,ATTACK,-0.2007229526645582
BENIGN,ATTACK,-0.20071159709791941
BENIGN,ATTACK,-0.2006608993482566
BENIGN,ATTACK,-0.20055111184324703
BENIGN,ATTACK,-0.20050727758982045
